CH1,Start,Increment,
Volt,-1.200000e-04,2.000000e-07
4.000000e-01,
-2.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
4.000000e-01,
-2.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
4.000000e-01,
-2.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
4.000000e-01,
-2.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
2.000000e-01,
-2.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
4.000000e-01,
-2.000000e-01,
1.400000e+00,
2.400000e+00,
-2.400000e+00,
-6.000000e-01,
8.000000e-01,
1.000000e+00,
-8.000000e-01,
8.000000e-01,
-1.500000e+01,
5.400000e+00,
-7.400000e+00,
-1.000000e+00,
6.000000e-01,
-6.000000e-01,
2.000000e-01,
0.000000e+00,
-6.000000e-01,
0.000000e+00,
-6.000000e-01,
0.000000e+00,
