CH1,Start,Increment,
Volt,-3.000000e-05,5.000000e-08
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.160000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.160000e+02,
-1.240000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.220000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.160000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.220000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.220000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.160000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.180000e+02,
-1.160000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.220000e+02,
-1.160000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.220000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.160000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.220000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.220000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.160000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.220000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.160000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.220000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.160000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.160000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.240000e+02,
-1.180000e+02,
-1.220000e+02,
-1.240000e+02,
-1.180000e+02,
-1.180000e+02,
-1.240000e+02,
-1.240000e+02,
